"id","name","text","chatText","mailboxId","mailboxName"
"2693479","Engagement GuidanceAnger SNIPPET","<a href=""https://www.meditatehappier.com/support/faq"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation. I recommend starting with this article before exploring the resources below: <a href=""https://www.tenpercent.com/faq/mindfulness-for-anger"">How can I use mindfulness for anger management?</a><br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to the meditation. You can also use the search function.</em><br><br><strong>Courses</strong><br><ul><li><a href=""https://10percenthappier.app.link/content?course=ac12eebf-360d-4f63-961c-ba4cf044db84"">Emotions</a> with Oren Jay Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?course=37beb356-56fa-491a-af4e-44870356dcbb"">10% Nicer</a> with Sharon Salzberg<br></li></ul><br><strong>Singles Meditations</strong><br><ul><li><a href=""https://10percenthappier.app.link/content?meditation=22a14453-103c-45e0-80eb-1500688af66b"">Rage Relief</a> with Jeff Warren<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=acec3d57-9f0a-4ee7-8469-4199675e82d5"">Anger</a> with Oren Jay Sofer<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=beff5a8c-3f0f-4758-990e-27be779f7918"">A Skillful Response</a> with Sharon Salzberg<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=c0258bc8-cc0e-48dc-b589-1758e67a759d"">Feeling Anger</a> with Sharon Salzberg<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=9390ee23-aa22-470a-8ba0-4f42f5a28e36"">Changing Nature of Emotions</a> with Anushka Fernandopoulle<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=6d5f3a25-f237-42aa-9eb4-ea778038c77b"">Cultivating Equanimity</a> with Dr. David Vago<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=96a793fe-d19c-4e84-b46d-e273b47be4a8"">Difficult Emotions with R.A.I.N.</a> with Sharon Salzberg<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=bf4246e0-89b5-47a2-a359-fbcae2103dbf"">Transforming Anger</a> with Jess Morey<br></li></ul><br><strong>Talks</strong><br><ul><li><a href=""https://10percenthappier.app.link/content?podcast_episode=1af58d45-348f-447d-9482-efa350f3d359"">Calming the Wolf of Anger | Dr. Rick Hanson</a><br></li><li><a href=""https://10percenthappier.app.link/content?podcast_episode=0ab3ef61-25ae-497f-adf8-ec789a5efa66"">Anger: Name It, Claim It, Frame It | Johnson Chong</a><br></li></ul><br><strong>Weekly Wisdom Newsletters</strong><br><ul><li><a href=""https://www.tenpercent.com/meditationweeklyblog/making-anger-your-teacher"">Making Anger Your Teacher</a> by Norman Fischer<br></li><li><a href=""https://www.tenpercent.com/meditationweeklyblog/anger"">How to Be Angry</a> by&nbsp;Mushim Ikeda<br></li></ul><br>You can find more content in the app with&nbsp;the search function. Type in the word&nbsp;<em>anger&nbsp;</em>and see what comes up!&nbsp;This Help Center article, <a href=""https://support.meditatehappier.com/article/116-use-the-search-function-in-the-app"">Use the Search Function in the App</a>, might help.<br>","","185235","1. Happier Support"
"2594419","Engagement GuidanceAnxiety SNIPPET","<a href=""https://www.tenpercent.com/faq-collection"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation. You might start with <a href=""https://www.tenpercent.com/faq/244-how-can-i-deal-with-hard-emotions-when-i-meditate"">How can I deal with hard emotions when I meditate?</a> <br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to the meditation. You can also use the search function.</em><br><br><strong>Single, Guided Meditations</strong><br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=59c693e4-de4c-4e08-8eee-95fb36296938"">Unworthiness</a> with Diana Winston<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=55488798-37fc-4c84-b9a1-e1974639e43b"">Return to Reality</a> with Leslie Booker<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=80b25fa6-a0cd-4ab9-bedd-95a055eb0b2d"">For a Moment of Panic</a> with Diana Winston<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=1fe8c559-04a4-4082-bf7c-e59d573c1252"">Working with Anxiety</a> with Sebene Selassie<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=3805d46e-3a64-4498-9065-5874458c5a4b"">Anxiety</a> with Oren Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=eb664bd8-0560-439e-9e57-e5eddb622bfa"">Soothe Stressful Thoughts</a> with Jess Morey<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=dc9ab07c-dc50-4ca4-a5b2-e5b025893b15"">Opening to Anxiety</a> with Jay Michaelson<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=71bf016c-47b0-4d01-a7fb-2933a20fa873"">Less Anxious</a> with JoAnna Hardy<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=d88c777a-3348-42e7-a564-cc3930a2ed68"">Walk Off Anxiety</a> with Oren Jay Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=826a72ed-70ce-4241-886c-cfccd07cd755"">RAIN</a> with Jeff Warren<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=96a793fe-d19c-4e84-b46d-e273b47be4a8"">Difficult Emotions with R.A.I.N.</a> with Sharon Salzberg<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=a0c5a4a4-84b5-4686-96c2-d50981f92dc3"">Reduce Anxiety, Build Resilience</a> with Jess Morey<br></li></ul><br><strong>Sleep Meditation</strong><br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=c273c697-325c-4e4f-90a7-80bd3cfba079"">Soothe Anxiety to Sleep</a> with Matthew Hepburn<br></li></ul><br><strong>Teacher Talks</strong><br><ul><li><a href=""https://app.tenpercent.com/link/content?podcast_episode=d1c67b2b-b8ab-49db-9178-0f18ccc9d608"">The Science of Anxiety -- and Coping with It | Rick Hanson</a> with Rick Hanson<br></li><li><a href=""https://app.tenpercent.com/link/content?podcast_episode=1ad7b71f-3993-410d-8083-530db3881e3f"">Two Ways of Meditating with Anxiety</a> with Narayan Liebenson<br></li><li><a href=""https://app.tenpercent.com/link/content?podcast_episode=14fafa0d-45b5-4642-afd6-b8947aa78477"">Meditating with Anxiety</a> with Diana Winston<br></li></ul><br>You can find more content in the app with&nbsp;the search function. Type in the word&nbsp;<em>anxiety&nbsp;</em>and see what comes up!&nbsp;This Help Center article, <a href=""https://support.meditatehappier.com/article/116-use-the-search-function-in-the-app"">Use the Search Function in the App</a>, might help.<br>","","185235","1. Happier Support"
"3199010","Engagement GuidanceAttachment SNIPPET","<a href=""https://www.tenpercent.com/faq-collection"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation.<br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to the meditation. You can also use the search function.</em><br><br><strong>Singles Meditations</strong>&nbsp;<br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=f87533f5-7cee-4b03-bba3-89e299358936"">Cultivating Balance in Relationships</a> Let’s be real: relationships aren’t always easy. Connect in a more meaningful way to stay engaged and caring with balance and ease.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=e1800e19-afab-43c3-b197-690d74c289d0"">Real Love in Relationships</a> What is real love, without the trappings? In this reflection, you'll learn how to tap into feelings of love while maintaining clarity.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=593ccc95-5b8e-46bc-a8a9-472017244b8f"">As Things Change</a> Everything good must come to an end. Noticing endings teaches us how to savor the good in life, and even find courage to be with the hard things.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=6402b082-7862-4954-8e34-c1c3d216fba6"">Going Deeper: Seeing Change</a> Watching things come and go helps weaken obsessive cravings both in meditation and in our lives.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=14b7581a-9121-40a8-87a1-11bfbf50c3b3"">Understanding Desire</a> (Although this focuses on desire, the same ideas can be used towards attachment.)<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=680549a3-574f-41a8-b2cc-b0d82deb60f5"">When You Feel Let Down</a> Feeling let down is hard. We can’t control others, but practicing equanimity will help you feel more ease and acceptance.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=7c5719cf-d0bf-45e4-89c2-0f2f37e3bbf6"">Stream of Impermanence</a> The nature of reality is change. You can literally notice your sensations flowing and refreshing, and this subtle awareness is liberating. This one's a little more advanced but it some tries. It's a really interesting viewpoint to cultivate.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=0114aa2e-7192-4a68-bec4-de54329b9dd2"">SURF the Urge</a> Great for getting through tough moments.<br></li></ul>","","185235","1. Happier Support"
"2708355","Engagement GuidanceBoundariesAndInnerCritic SNIPPET","<a href=""https://www.tenpercent.com/faq-collection"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation.&nbsp;<br><br><strong>Self Compassion Resources</strong> - a great first step to setting boundaries. I love this <a href=""http://self-compassion.org/category/exercises/"">resource</a> from Dr. Kirsten Neff for self-compassion. There are several exercises and guided meditations that will support you in exploring the cultivation of kindness for yourself.<br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to the meditation. You can also use the search function.</em><br><br><strong>Courses</strong><br><ul><li><a href=""https://app.tenpercent.com/link/content?course=f828099f-91d9-4089-af1e-7ae665b3fbf3"">Work Life Challenge Meditation Course</a><br></li><li><a href=""https://app.tenpercent.com/link/content?course=5f5e3d0b-a432-4900-9b68-f98d147cfade"">Stress Better Course</a><br></li><li><a href=""https://app.tenpercent.com/link/content?course=848487ab-0b64-45b8-87b7-f48135df5b96"">Phrases for Stress</a><br></li></ul><br><strong>Singles Meditations</strong><br>For self-compassion<br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=cdbc03be-f1e7-48b1-bd7f-ec435dc095a8"">Three Steps Toward Self-Compassion</a> with Alexis Santos<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=92886213-868f-47df-adef-88589b1537fc"">Self-Compassion</a> with Sharon Salzberg<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=f272891b-4214-4846-86f5-f72d2f675609"">See Yourself Compassionately</a> with Jess Morey<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=cc87ebe0-de72-4cc6-8883-4672af286283"">Be Nice to Yourself</a> with Jay Michaelson<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=0ee0c676-4215-4d7f-9b0d-9129a3d79a5b"">Self-Compassion</a> with Joseph Goldstein<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=c547f8dc-f150-464a-ba59-3131a4bf6944"">Self-Empathy</a> with Oren Jay Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=33b76dd0-9e17-4b7f-bf96-57b338693dc0"">Remembering Your Goodness</a> with Sharon Salzberg<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=78d30282-f619-43e1-8d47-2d60558364c3"">Love Yourself as a Friend Would</a> with Jeff Warren<br></li></ul><br>For the inner critic<br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=2789fd7d-8427-4956-9378-0f01d59238c4"">Taming Your Inner Critic</a> with Leslie Booker<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=cadfb39c-1d15-49bf-a628-ee718d84cfe4"">Dressing Up the Inner Critic</a> with Sharon Salzberg<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=b7c845c4-a41f-4815-b919-706ae0f2bf62"">Don't Fight the Inner Critic</a> with Pam Weiss<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=cc01e8ee-ad80-48e3-9916-d160e3828592"">Quiet Your Inner Critic</a> with Dan Harris<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=5a4d7e35-3cfc-4af1-8948-6caede5baa15"">Self-Judgement</a> with Oren Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=13865b54-6d4f-4bb6-b38a-dfa31a2411fa"">Beating Ourselves Up</a> with Judson Brewer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=0a0c8786-37d5-4f61-9fd1-98986a05bc3d"">Welcome to the Party</a> with Jeff Warren<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=73751265-07b6-4333-b2e6-a9d682e0b213"">Self-Forgiveness</a> with Diana Winston<br></li></ul><br>You can find more content in the app with&nbsp;the search function. Type in the phrase&nbsp;<em>inner critic&nbsp;</em>and see what comes up!&nbsp;This Help Center article, <a href=""https://support.meditatehappier.com/article/116-use-the-search-function-in-the-app"">Use the Search Function in the App</a>, might help.<br>","","185235","1. Happier Support"
"3520846","Engagement GuidanceBreathingTechniquesPLAYLIST","<ul><li><a href=""https://app.tenpercent.com/link/content?meditation=46251361-2d29-4649-a766-b196e2e6c0bb"">Ocean Breathing</a> with Jeff Warren - Deep breathing helps you bring down your energy and get your body into a state of relaxation and restoration. <em>This is also known as Box Breathing.</em></li><li><a href=""https://app.tenpercent.com/link/content?meditation=ac6f76f8-01c9-4878-a5af-971fbd03c661"">Calming Breath</a> with Anushka Fernandopulle - A simple practice using breathing techniques to cultivate focus.</li><li><a href=""https://app.tenpercent.com/link/content?meditation=b111d34f-65f8-4132-b999-8ac7b40510c7"">Counting the Breath</a> with Sharon Salzberg - Try this core meditation technique. It’s invaluable for developing focus and steadying the turbulence of a mind that’s all over the place.</li><li><a href=""https://app.tenpercent.com/link/content?meditation=a93acc59-93ca-4002-9977-7ab1217fa1a3"">Breath Stressbuste</a>r with Jeff Warren - This four-part breathing technique calms the nervous system, relaxes the body, and is an effective antidote to obsessive over-thinking.</li><li><a href=""https://app.tenpercent.com/link/content?meditation=9a2fee2c-a8ea-443c-bf4f-d4329f2eb2ef"">Breathing to Release Pain</a> with Sharon Salzberg - Sharon teaches you a simple breathing technique to release tension and reduce the intensity of a painful experience.</li><li><a href=""https://app.tenpercent.com/link/content?meditation=59e1514d-c957-4380-92b3-c14b89355275"">Easing Stress</a> with Sebene Selassie - In this meditation, Sebene teaches you a form of deep abdominal breathing that's been observed to correlate with relaxed brainwave patterns.</li></ul>","","185235","1. Happier Support"
"3361691","Engagement GuidanceCalmRelax SNIPPET","<a href=""https://www.tenpercent.com/faq-collection"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation.&nbsp;<br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to the meditation. You can also use the search function.</em><br><br><strong>Singles Meditations</strong><br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=709010b8-3410-4252-a0c3-d86bb68779be"">Soothing Body Scan</a> with Alexis Santos<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=9168541e-7ef0-457e-b1c4-b8b6b13f2660"">Body &amp; Mind Breathing</a> with Oren Jay Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=80ea9d90-4d12-413b-8bf8-f72be7a8c602"">Energized and Calm</a> with Sharon Salzberg<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=46251361-2d29-4649-a766-b196e2e6c0bb"">Ocean Breathing</a> with Jeff Warren<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=a9e97385-f2e9-4c27-a11d-ff39697cb106"">Basic Relaxation</a> with Sharon Salzberg<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=e4f49555-dfbe-45c8-bace-2f6cb7bfad3d"">Body Relaxation</a> with JoAnna Hardy<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=3d861c82-79c7-475b-bd34-cd50a5bd6233"">Breath Relaxation</a> with Oren Jay Sofer<br></li><li><a href=""https://10percenthappier.app.link/content?meditation=960f1097-c170-4fad-9f26-9c86ccb15a2f"">Relax with Sound</a> with JoAnna Hardy<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=56b079b9-053f-4a3a-84fe-ddd1f9b3f8b1"">Relaxing While Your Busy</a> with Oren Jay Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=8e9a48ba-ede2-4977-af08-c33abf66e07e"">Relax Without Forcing It</a> with Dawn Mauricio<br></li></ul><br><strong>Teacher Talks</strong><br><ul><li><a href=""https://app.tenpercent.com/link/content?podcast_episode=3ca54ef1-071e-429f-9a41-db9041fd5720"">Balancing Effort and Relaxation | Emily Horn</a><br></li></ul><br><strong>Articles</strong><br><ul><li><a href=""https://www.tenpercent.com/meditationweeklyblog/ups-and-downs"">Accepting Life’s Ups and Downs</a> by Jay Michaelson<br></li><li><a href=""https://www.tenpercent.com/meditationweeklyblog/why-cant-i-relax"">Why Can't I Relax?</a> by Emily Horn<br></li></ul><br>You can find more content in the app with&nbsp;the search function. Type in the word&nbsp;<em>anger&nbsp;</em>and see what comes up!&nbsp;This Help Center article, <a href=""https://support.happierapp.com/article/116-use-the-search-function-in-the-app"">Use the Search Function in the App</a>, might help.<br>","","185235","1. Happier Support"
"3106552","Engagement GuidanceCaregivers SNIPPET","<a href=""https://www.tenpercent.com/faq-collection"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation. You might want to check out <a href=""https://www.tenpercent.com/faq/244-how-can-i-deal-with-hard-emotions-when-i-meditate"">How can I deal with hard emotions when I meditate?</a><br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to&nbsp;the meditations. You can also use the search function.</em><br><br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=4cfcfe2d-f5fb-4142-9bd0-3fb6b2041324"">Strong Back, Soft Front</a> with Roshi Joan Halifax<br></li></ul>Roshi Joan has done a lot of work creating programs for caregivers, both in the home and professionals. This isn't our resource but if you're interested, here are some links to learn more about her G.R.A.C.E. meditations.&nbsp;<br><ul><li><a href=""https://www.upaya.org/social-action/grace/"">https://www.upaya.org/social-action/grace/</a><br></li><li><a href=""https://youtu.be/SWLmnHB4rLY"">GRACE - A 12 minute YouTube offering by Roshi Joan</a><br></li></ul><br>This section really focuses on some time to care for yourself, like in an airplane when you put your mask on yourself first, so you can help others.<br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=cdbc03be-f1e7-48b1-bd7f-ec435dc095a8"">Three Steps Toward Self-Compassion</a> with Alexis Santos<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=92886213-868f-47df-adef-88589b1537fc"">Self-Compassion</a> with Sharon Salzberg<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=f272891b-4214-4846-86f5-f72d2f675609"">See Yourself Compassionately</a> with Jess Morey<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=cc87ebe0-de72-4cc6-8883-4672af286283"">Be Nice to Yourself</a> with Jay Michaelson<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=0ee0c676-4215-4d7f-9b0d-9129a3d79a5b"">Self-Compassion</a> with Joseph Goldstein<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=135d547d-18a1-48a6-a562-e325f74ffe40"">Self-Kindness for Stress</a> with Sebene Selassie<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=c547f8dc-f150-464a-ba59-3131a4bf6944"">Self-Empathy</a> with Oren Jay Sofer<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=33b76dd0-9e17-4b7f-bf96-57b338693dc0"">Remembering Your Goodness</a> with Sharon Salzberg<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=78d30282-f619-43e1-8d47-2d60558364c3"">Love Yourself as a Friend Would</a> with Jeff Warren<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=04aac988-4d3a-4708-9705-e196670ce7d3"">Receiving Self-Compassion</a> with La Sarmiento<br></li></ul><br>Some meditations for balance, exhaustion and more.<br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=057f5ee1-64f7-4d86-9213-a430539b9626"">Balance in the Midst of Everything</a><br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=9c3bb259-49b3-4d24-883f-706dd79539ae"">When You're Frustrated</a><br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=14787f28-8d10-46d9-b5fa-8f6d2229f3ec"">Centeredness</a><br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=5240857d-bdbc-47ca-9874-f74a56c76187"">Caring for Someone in Need</a><br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=d0e61ba0-6921-41a6-819e-72c68d32103b"">Freely Given Gift</a><br></li></ul><br>You can find more content in the app with&nbsp;the search function. Type in the word&nbsp;<em>equanimity&nbsp;</em>and see what comes up!&nbsp;This Help Center article, <a href=""https://support.happierapp.com/article/116-use-the-search-function-in-the-app"">Use the Search Function in the App</a>, might help.<br>","","185235","1. Happier Support"
"2432690","Engagement GuidanceConsistentPractice","Hi {%customer.firstName,fallback=there%},<br><br>Thanks for learning about mindfulness meditation with us - we're glad you're here. This is {%user.firstName%} from the support team and while I'm not a meditation teacher, this is a question we get often and I have some resources you can check out to help you get a consistent practice going.<br><br>First, check out our article <a href=""https://www.meditatehappier.com/faq/235-how-can-i-meditate-regularly"">How can I meditate regularly?</a> It was written by one of the meditation teachers on staff and has some great ideas for supporting yourself as you create a new habit.<br><br>Take a look in the Singles tab at the <em>On the Go</em>&nbsp;pack of meditations which&nbsp;can help you incorporate mindfulness into lots of life moments. If you can set a dedicated meditation time to sit and practice, even as little as 3-5 minutes, that's great. But if you find you've missed it, try a walking or coffee meditation, or even mindful tooth brushing!<br><br>If you haven't worked through these courses, they might be helpful:<br><ul><li>Imperfect Meditation<br></li><li>Getting Started<br></li></ul><br>And be kind to yourself — we're not aiming for perfection but instead for practice. 😊<br><br>I hope this is helpful and that it gives you the chance to kick-start your meditation and keep it going. Write back any time. From finding content in our libraries to answering your questions about the app - we're here to help,<br>{%user.firstName%}&nbsp;<br>","","185235","1. Happier Support"
"3415410","Engagement GuidanceCriticalJudgmentalOfOthers SNIPPET","<a href=""https://www.tenpercent.com/faq-collection"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation. You might want to read <a href=""https://www.tenpercent.com/faq/why-and-how-to-be-mindful-of-your-thoughts"">Why and how to be mindful of your thoughts</a>.<br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to the meditation. You can also use the search function.</em><br><br>Courses<br><ul><li><a href=""https://app.tenpercent.com/link/content?course=e60b0697-6f67-467d-b680-d770ea59c03b"">Compassion</a> with Joseph Goldstein - Discover why it truly does feel better when you're not being a jerk. Learn how Joseph's most powerful teaching phrases, distilled from 50 years of personal practice, can help you develop compassion and kindness.<br></li><li><a href=""https://app.tenpercent.com/link/content?course=37beb356-56fa-491a-af4e-44870356dcbb"">10% Nicer</a> with Sharon Salzberg - It may sound sappy, but science suggests that ""loving-kindness"" meditation—training yourself to think of others—can make you healthier, happier, and more successful. The people around you will appreciate it, too.<br></li></ul><br>Singles Meditations<br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=12a41774-4b7d-4bda-aa6d-444e01261845"">The Judging Mind</a> with Joseph Goldstein - Judgments can sometimes be useful, but they often get in our way. Joseph talks about how to weaken the pattern of judging in our minds.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=26d7d194-8d16-4a6f-91e5-b1f07345abc8"">Curiosity Without Judgment</a> with Oren Jay Sofer - In this session from Oren, learn how to use meditation to become less reactive and more open in relationships, conversations, and your life.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=f93c0085-458a-4b04-a5d2-0cdbab559f76"">Compassion for Another</a> with Joseph Goldstein - Caring about others' well-being actually enhances our own. Practice and see how this beautiful quality begins to transform your experience.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=acb5129f-4297-48cf-8eee-ffca4f79afcd"">Feeling Happy For Others</a> with Sharon Salzberg - Some people naturally feel happy when others are happy. For most of us, it's a training. Sharon is here to help.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=4b2c6656-fd66-4cd8-bb10-5ec5d2106830"">Practicing Kindness</a> with Oren Jay Sofer - With guidance from Oren, this session will let you experiment with ways to find a genuine sense of kindness for yourself and for others.<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=10bda08a-b138-410f-8781-f0cbd4d715a0"">Being Happy For Others</a> with Anushka Fernandopulle -&nbsp;When we practice feeling happy for others, we develop an antidote to jealousy and self-absorption and we, ourselves, become happier.<br></li></ul><br>It's also important to offer yourself some compassion in this process. Here's some meditations for that:<br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=cdbc03be-f1e7-48b1-bd7f-ec435dc095a8"">Three Steps Toward Self-Compassion</a> with Alexis Santos<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=92886213-868f-47df-adef-88589b1537fc"">Self-Compassion</a> with Sharon Salzberg<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=f272891b-4214-4846-86f5-f72d2f675609"">See Yourself Compassionately</a> with Jess Morey<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=cc87ebe0-de72-4cc6-8883-4672af286283"">Be Nice to Yourself</a> with Jay Michaelson<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=0ee0c676-4215-4d7f-9b0d-9129a3d79a5b"">Self-Compassion</a> with Joseph Goldstein<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=78d30282-f619-43e1-8d47-2d60558364c3"">Love Yourself as a Friend Would</a> with Jeff Warren<br></li></ul><br>Also, please give the search function in the app a try and look for the word&nbsp;<em><strong>loving-kindness</strong></em>. This Help Center article, <a href=""https://support.meditatehappier.com/article/116-how-do-i-search-in-the-app"">Use the Search Function in the App</a>, might help.<br>","","185235","1. Happier Support"
"3361760","Engagement GuidanceCultivatingJoy SNIPPET","<a href=""https://www.tenpercent.com/faq-collection"">Meditation FAQ</a>: Articles written by our meditation teachers that answer lots of common questions related to the practice of meditation.<br><br><em>Open this email on the same phone you use for the app and you can tap on the blue links to get directly to the meditation. You can also use the search function.</em><br><br><ul><li><a href=""https://app.tenpercent.com/link/content?meditation=8ab8948a-d112-423a-bf8b-78f1e6e2b291"">Joy</a> with Sebene Selassie<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=ad5f5edb-d41b-4419-8cdd-cbe4155ef6ae"">Opening to Joy</a> with La Sarmiento<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=867318e4-12cc-460f-872e-db07016d5bf5"">The Memory of Joy</a> with Jeff Warren<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=54518fa3-b0a6-4ebb-98f4-bd6313735079"">Joy for Any Mood</a> with Sebene Selassie<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=227a5610-d0e6-4ee6-9bb9-88af641eb0bb"">Delighting in Pleasure</a> with Jay Michaelson<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=3e56f63b-5d50-420a-b874-e30b144147cc"">Enjoying Generosity</a> with Jeff Warren<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=98ab8e47-4046-4f27-bb6a-18cb609de85c"">Separating Desire from What's Pleasant</a> with Joseph Goldstein<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=3e56f63b-5d50-420a-b874-e30b144147cc"">Boosting Low Energy</a> with Matthew Hepburn<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=cb37ebef-bafb-4b86-857d-5792e1a8df84"">Opening to Joy</a> with Diana Winston<br></li><li><a href=""https://app.tenpercent.com/link/content?meditation=dbf76a0c-5951-49ea-828d-9b8f804bac83"">Practicing Joy</a> with Jeff Warren<br></li></ul><br>You can find more content in the app with the search function. Type in the word <em>joy</em>&nbsp;and see what comes up. This Help Center article, <a href=""https://support.meditatehappier.com/article/116-how-do-i-search-in-the-app"">Use the Search Function in the App</a>, might help.<br>","","185235","1. Happier Support"
